Name	ORIG_FID	Latitude	Longitude
Arjhula	41569	23.14293263	81.49851642
Kudari	41570	23.12896211	81.50128179
Baigin	41571	23.127356	81.5328998
Bairiha	41572	23.20962841	81.72147496
Saigin	41573	23.1451612	81.51919643
Sakara Viran	41574	23.30076304	81.73973953
Baherahatola	41575	23.31088782	81.92591931
Ledra	41576	23.25190682	81.92696496
Raja Kachhar	41577	23.27486863	81.92332771
Chhulha Tola	41578	23.3071018	81.83541412
Lodhi	41579	23.28698636	81.89324668
Saddi	41580	23.28670313	81.86787083
Bijaha Tola	41581	23.28895743	81.85167832
Beliya Badi	41582	23.27199885	81.90958748
Lohasur	41583	23.27025945	81.88407909
Muddhoba	41584	23.25789986	81.88598309
Jamuniha	41585	23.25433646	81.90117558
Chhilpa	41586	23.2400786	81.81792981
Mauhari Badi	41587	23.23082958	81.84596908
Dhanpuri	41588	23.21169955	81.76758747
Bamhni	41589	23.23217901	81.7901919
Deogawan	41590	23.24156488	81.89973879
Deori	41591	23.23386829	81.87815898
Jogi Tola	41592	23.22870966	81.91822733
Chatha Tola	41593	23.22503395	81.90223572
Amlai	41594	23.21348134	81.87509989
Dhangawan	41595	23.20945853	81.79746823
Dhumma	41596	23.20964272	81.90546663
Majhgawan	41597	23.19362189	81.78784171
Chatua	41598	23.18989494	81.75747239
Kholgarhi	41599	23.20330919	81.73784285
Funga	41600	23.18743234	81.81707929
Kadam Tola	41601	23.1996317	81.89545246
Pali Papli	41602	23.19240129	81.83630215
Kodaili	41603	23.19935101	81.67432692
Khanda	41604	23.19051793	81.71079062
Bakeli	41605	23.18431961	81.6672173
Payari	41606	23.18865461	81.87830006
Podi	41607	23.17645318	81.68753953
Banka Tola	41608	23.1773255	81.84464988
Daikhal	41609	23.16811161	81.85806803
Bholgarh	41610	23.16857514	81.73102868
Thoothi	41611	23.1734256	81.79718677
Harad	41612	23.16880904	81.90295575
Jalda Tola	41613	23.16761485	81.78252028
Chachai Abad	41614	23.16404407	81.66511519
Dhankuta	41615	23.1714818	81.83141893
Pasala	41616	23.15820231	81.75457056
Sitapur	41617	23.15772527	81.71223602
Manpur	41618	23.16059714	81.69140792
Kolmi	41619	23.14952048	81.81269917
Chhohari	41620	23.15301152	81.8878024
Raksa	41621	23.15030021	81.83579795
Bijauri	41622	23.15224493	81.7748344
Sakola	41623	23.15753663	81.63729381
Chhulkari	41624	23.14889094	81.79409332
Kikri Pondi	41625	23.14187658	81.86775404
Barbaspur	41626	23.1518921	81.69835826
Mediyaras	41627	23.14309482	81.6542539
Kholi	41628	23.14782398	81.62015511
Chachai Viran	41629	23.15196879	81.67094253
Bhagat Bandh	41630	23.1481353	81.73305496
Paraswar	41631	23.12893706	81.67706857
Latar	41632	23.12958254	81.92138947
Harri	41633	23.13692332	81.71607271
Chakethi	41634	23.13128796	81.63833398
Dhurvasin	41635	23.12718138	81.84067005
Parasi	41636	23.1310623	81.89033027
Chandwar	41637	23.132607	81.62631947
Barri	41638	23.13036743	81.73011567
Mauhari	41639	23.1258707	81.77922699
Dhiraul	41640	23.12538997	81.60739774
Patna Kalan	41641	23.13114136	81.58506669
Pakariha Tola	41642	23.30281779	81.8066678
Pasondh	41643	23.79853341	81.19686043
Datari	41644	23.79831969	81.22465319
Kanadi Kalan	41645	23.79426594	81.35893079
Nadna	41646	23.79388399	81.30915421
Banchachar	41647	23.7888199	81.24724226
Tetka	41648	23.78287605	81.39175024
Basnagri	41649	23.77952617	81.41012711
Bineka	41650	23.77076067	81.4324603
Atariya	41651	23.77737097	81.26816379
Aunta	41652	23.77475824	81.33050803
Masira	41653	23.77641174	81.2235081
Bairiha	41654	23.7699394	81.28732688
Jamunara	41655	23.77037976	81.34617062
Kanadi Khurd	41656	23.7677227	81.36497987
Pahadiya	41657	23.76313509	81.31294352
Bansa	41658	23.77093713	81.46193914
Deori	41659	23.75358216	81.29535672
Bhurka	41660	23.75504298	81.38480362
Hardua	41661	23.7512381	81.23250219
Thengraha	41662	23.75098771	81.26948005
Girui Badi	41663	23.74958222	81.33662915
Nagadwah	41664	23.74318411	81.40919132
Masiyari	41665	23.73974087	81.48202818
Laundi Bahra	41666	23.73862926	81.43883703
Khapkauha	41667	23.74168654	81.30983731
Madha	41668	23.73806348	81.35700832
Kauwa Sarai	41669	23.73322267	81.37805436
Nigai	41670	23.72268748	81.26740457
Mohni	41671	23.72518583	81.45204188
Jamuniha	41672	23.72557056	81.34239408
Lakhanpur	41673	23.7159627	81.30753497
Naugai	41674	23.7228034	81.32391189
Basohara	41675	23.71708078	81.29398571
Dholar	41676	23.71486677	81.42281175
Tenduha	41677	23.71505806	81.38597468
Dhedhuwa	41678	23.71751801	81.36559218
Sattidol	41679	23.72416833	81.46824779
Basohara	41680	23.71483262	81.46938848
Deora	41681	23.70195697	81.33942821
Jaisinghnagar	41682	23.6976743	81.39710979
Kuwara	41683	23.69869071	81.46354846
Chandela	41684	23.69213411	81.44128984
Ramsohra	41685	23.709644	81.47927921
Barna	41686	23.6879575	81.27990909
Rupaula	41687	23.67988476	81.2496601
Surgurh	41688	23.69317151	81.3112634
Katira	41689	23.67607306	81.34949664
Khusarwah	41690	23.67579187	81.40209016
Saristal	41691	23.66875726	81.45486415
Mair Tola	41692	23.67230423	81.46227506
Jannaudi	41693	23.6500132	81.3142668
Gopalpur	41694	23.6588495	81.4302369
Sarna	41695	23.6506052	81.28661657
Visanpurwa	41696	23.64071155	81.2548426
Barha	41697	23.65283698	81.38452162
Khand	41698	23.64183865	81.35062733
Belli	41699	23.63891886	81.47149697
Bijaha	41700	23.64306848	81.40604071
Nawagaon	41701	23.63315931	81.44608465
Kukaraundh	41702	23.63252305	81.42249189
Goraiya	41703	23.63033662	81.38088049
Khannoudhi	41704	23.62333129	81.40166534
Pachpedi	41705	23.62152704	81.2925255
Karkat	41706	23.60983166	81.26831591
Malmathar	41707	23.61327174	81.34721121
Gadabahara	41708	23.61119698	81.41738668
Badra	41709	23.60566166	81.45653958
Salda	41710	23.6048213	81.31479961
Malda	41711	23.6169608	81.38394848
Kubari	41712	23.60508742	81.4744962
Rathar	41713	23.60228237	81.36633666
Khutaudh	41714	23.60789059	81.43556767
Jamuniha	41715	23.60273986	81.39392997
Ankuri	41716	23.58667912	81.28224386
Palsau	41717	23.59221552	81.43427856
Chormara	41718	23.59138513	81.3993206
Karri	41719	23.75272013	81.36165695
Sarsi	41720	23.58778946	81.41061981
Baheraha	41721	23.58445871	81.33295907
Deori	41722	23.58342887	81.42282779
Dadratola	41723	23.57326835	81.35328217
Sarihat	41724	23.57833128	81.45713181
Khohari	41725	23.58296789	81.37706693
Chandol	41726	23.57518688	81.39552585
Pathar	41727	23.57198534	81.43728087
Duladar	41728	23.55101865	81.47070534
Tetaki	41729	23.57007541	81.41231234
Kudra Tola	41730	23.5666987	81.31335341
Amjhor	41731	23.55315841	81.38836074
Dhaunha	41732	23.55650426	81.42766557
Mehrauda	41733	23.54637625	81.31613382
Chandela	41734	23.55085677	81.34733393
Semra	41735	23.5416281	81.41294596
Patori	41736	23.53981456	81.36586659
Lamar	41737	23.53749635	81.43613581
Bochki	41738	23.5287953	81.31305381
Karua	41739	23.51643579	81.39206523
Sudwar	41740	23.5190996	81.44001586
Pailwah	41741	23.49947555	81.33931401
Deori	41742	23.511158	81.35933208
Kholka	41743	23.51878499	81.47617686
Hardiha Khurd	41744	23.52035382	81.40609888
Devdaha	41745	23.50923009	81.37792941
Hardiha Kalan	41746	23.52082316	81.41489229
Sakariya	41747	23.50889132	81.31963541
Belaha	41748	23.50921752	81.29906928
Mohtara	41749	23.49417328	81.42227011
Khamha	41750	23.49843503	81.44873855
Budhanwah	41751	23.50053512	81.46529819
Gohparu	41752	23.50157153	81.40391464
Godaru	41753	23.47720378	81.31217218
Aswari	41754	23.48476971	81.39536225
Salebahra	41755	23.48819019	81.36417391
Bareli	41756	23.4674309	81.46864828
Baheraha	41757	23.4844748	81.44257827
Jamuniha	41758	23.47885645	81.35577497
Rampur	41759	23.47282576	81.43203997
Karri	41760	23.4545897	81.36761813
Diya Pipar	41761	23.45435096	81.3995648
Kunar Seja	41762	23.45109394	81.32833154
Silpari	41763	23.45529211	81.42887687
Barmaniya	41764	23.44840037	81.44379997
Harraha Tola	41765	23.43255	81.43116485
Narwar	41766	23.42882739	81.34502857
Bagaiya	41767	23.4393585	81.3170936
Bijauri	41768	23.42494424	81.32149501
Rohaniya	41769	23.42151132	81.38697534
Son Tola	41770	23.41427398	81.42173247
Chatwai	41771	23.39382673	81.3468818
Nipaniya	41772	23.39839801	81.36738353
Shyamdih	41773	23.39978872	81.45331752
Katahari	41774	23.39738748	81.38539923
Patasi	41775	23.38873288	81.40429928
Jarha	41776	23.38884743	81.42898944
Shyamdih	41777	23.38310453	81.44685376
Barhai	41778	23.37630522	81.45539191
Harrha Tola	41779	23.45559289	81.6742302
Jarwahi	41780	23.38010942	81.38103957
Khetauli	41781	23.36771936	81.4751043
Semariha	41782	23.3753983	81.39301797
Badkhera	41783	23.37130991	81.42463096
Maiki	41784	23.35537795	81.40185769
Deogawan	41785	23.36524028	81.37633163
Senduri	41786	23.35269535	81.44260334
Sagara Tola	41787	23.45784661	81.6377625
Pipariya	41788	23.35752786	81.35682238
Chhatarpur	41789	23.35151642	81.37534511
Maika	41790	23.3524636	81.42241399
Kuthuliya	41791	23.79744698	81.10028135
Patehra	41792	23.78607801	81.0805063
Harchauta	41793	23.79710853	81.16535024
Rohaniya	41794	23.74116238	81.09624089
Semra	41795	23.78905244	81.1424131
Semari Tola	41796	23.7942562	81.12189998
Baigaon	41797	23.77860022	81.17530889
Sigudi	41798	23.76966664	81.10210389
Pataur	41799	23.77173677	81.03949568
Manpur	41800	23.76546116	81.12370152
Govarde	41801	23.7660004	81.18687349
Khutar	41802	23.75886568	81.14754866
Bhadari	41803	23.75928086	81.07391189
Narwar	41804	23.76007505	81.05290826
Barbaspur	41805	23.7425865	81.11916998
Raksha	41806	23.73668046	81.18101684
Sarmaniya	41807	23.73842258	81.07647112
Badar	41808	23.72879168	81.20308581
Jamunara	41809	23.73230996	81.05635055
Kolar	41810	23.73385851	81.15949409
Dulhara	41811	23.72836884	81.12639008
Badari	41812	23.72535501	81.22942835
Kuchwahi	41813	23.73264885	81.0414695
Rijhauha	41814	23.72669183	81.14482178
Mala	41815	23.72124638	81.06837949
Kathali	41816	23.71651567	81.08215898
Kathar	41817	23.703397	81.16445309
Bharmila	41818	23.71169471	81.1841794
Rakhi Amodar	41819	23.71717248	81.04432241
Bansa	41820	23.71009196	81.11273559
Kachhauha	41821	23.69937717	81.13671811
Bhamraha	41822	23.70042688	81.22605538
Lakhumar	41823	23.70692363	81.0877351
Bijhariya	41824	23.70985584	81.04631343
Bijauri	41825	23.69141594	81.1887522
Ghaghaud	41826	23.6907135	81.09443376
Pipari Tola	41827	23.68551658	81.20927765
Damna	41828	23.67575021	81.11119453
Dodka	41829	23.67378938	81.14647262
Majhauli	41830	23.65561314	81.21246038
Koodi	41831	24.97854016	80.77165999
Dongari Tola	41832	23.66755687	81.17511604
Samaha Tola Gata	41833	23.66742376	81.07274909
Karaundi Tola	41834	23.66929029	81.19265153
Harrai	41835	23.66735711	81.21050576
Majh Kheta	41836	23.65028682	81.06349177
Badkhera	41837	23.65393274	81.1149987
Marai Khurd	41838	23.64408762	81.14783027
Gobratal	41839	23.65046007	81.17168547
Hirauli	41840	23.65019948	81.19827293
Deori	41841	23.64843786	81.09339498
Kumhai	41842	23.63261956	81.01328498
Marai Kala	41843	23.62976696	81.16674055
Madhaun	41844	23.60985434	81.07466902
Kudri	41845	23.62464016	81.19281938
Malhara	41846	23.61810727	81.12334993
Kelhari	41847	23.6171519	81.22776134
Majhtoliya	41848	23.51291749	81.59824464
Samar Kaini	41849	23.6104505	81.15712858
Neusi	41850	23.59485281	81.17834004
Chorha	41851	23.58528741	81.21476227
Badwahi	41852	23.59527853	81.2413913
Khamhar Wah Kallwah	41853	23.57090529	81.10764091
Rojhiyan	41854	24.98916585	80.79397976
Kichkhidi	41855	23.5627669	81.24131059
Chechpur	41856	23.5676449	81.17296341
Makra	41857	23.54628608	81.2089613
Paili	41858	23.55363204	81.27702931
Milli	41859	23.55032095	81.03997784
Kodar	41860	23.52512505	81.53366675
Badwahi	41861	23.53711191	81.12670528
Bagdari	41862	23.54168107	81.16197578
Mainwah	41863	23.53936476	81.08722997
Patpariha	41864	23.52491495	81.19412626
Gajwahi	41865	23.52714616	81.26849345
Tikuri	41866	23.45813776	81.29312485
Baradadhar	41867	23.51006516	81.24414256
Bhajiya	41868	23.72430466	81.09564255
Kila Bandhogarh	41869	23.6843121	81.03749498
Chechariya	41870	23.50543041	81.14733133
Gidri	41871	23.51342979	81.10335631
Kathai	41872	23.50352353	81.18593051
Kumharra	41873	23.50458318	81.07631011
Khamha	41874	23.49318971	81.22588792
Madhi	41875	23.50574002	81.28063221
Sakriya	41876	23.49391369	81.10746022
Harri Dol	41877	23.53694055	81.52848754
Chouri	41878	23.482269	81.26479856
Raipur	41879	23.46960934	81.06368436
Chirki	41880	23.46729161	81.2093826
Gadraula	41881	23.47759564	81.17960476
Chhidaha Tola	41882	23.43652471	81.03566366
Kachhara Tola	41883	23.47287514	81.03060349
Kudari Tola	41884	23.46713433	81.0951729
Sans	41885	23.45630687	81.16424868
Naugai	41886	23.46818155	81.28464539
Dhup Khada	41887	23.4517111	81.26061298
Parsaura	41888	23.43413578	81.11480645
Bhautara	41889	23.43782518	81.2869026
Madha Tola	41890	23.44514567	81.21748347
Bannouda	41891	23.4256714	81.07805982
Bahannara	41892	23.52767243	81.05889528
Balbai	41893	23.42623128	81.30051965
Sarwahi Kalan	41894	23.44152772	81.06286535
Sarwahi Khurd	41895	23.420715	81.05016299
Neusa	41896	23.41526943	81.26561605
Salaiya	41897	23.41478603	81.0277118
Jamuhai	41898	23.39272418	81.16908884
Maman	41899	23.40413127	81.2196805
Odari I	41900	23.40205305	81.31831416
Bhitri	41901	23.54545009	81.50546409
Beli	41902	23.39556663	81.1313365
Goyara	41903	23.39270879	81.09087491
Mohtarai	41904	23.39221244	81.29258357
Ghaghadar	41905	23.38391323	81.27726205
Jamudi	41906	23.3851654	81.26136285
Kudari	41907	23.52192166	81.55395002
Pali	41908	23.36149148	81.05120721
Bakeli	41909	23.37840435	81.31401063
Uchehara	41910	23.36962759	81.07903395
Patnar Khurd	41911	23.37088817	81.2094285
Beliya	41912	23.53957234	81.60320274
Karkati	41913	23.36190934	81.12310972
Dhaurai	41914	23.36465906	81.25333878
Badwahi	41915	23.35966265	81.29824011
Itaur	41916	23.35211284	81.31745854
Mulhadu	41917	23.35265611	81.07442205
Barbaspur	41918	23.38857154	81.04275059
Ramsohara	41919	23.47354529	81.12709837
Mudkatiya	41920	23.43174865	81.14659641
Gad Kur	41921	23.43171715	81.21486748
Bela	41922	23.56488343	81.57168267
Podi	41923	23.55559522	81.53141
Bhadwahi	41924	23.54515767	81.56298497
Bharuha	41925	23.51902672	81.67564435
Umariya	41926	23.51454914	81.57947618
Barutara	41927	23.50204309	81.61242897
Semariha	41928	23.51752523	81.69502547
Majhauli	41929	23.49850856	81.50517348
Bardauha	41930	23.50197635	81.48914462
Bargawan	41931	23.49565707	81.67545721
Sagara	41932	23.494758	81.52289944
Bharri	41933	23.50034598	81.54748617
Uchehara	41934	23.49373635	81.56990184
Bhusaha	41935	23.48951719	81.65248963
Amha	41936	23.48116104	81.61828497
Khairbana	41937	23.44716909	81.48750837
Harri	41938	23.48345527	81.59508887
Kathoutiya	41939	23.48122203	81.4909715
Chuhiri	41940	23.4863135	81.5394892
Chhohari	41941	23.46538029	81.55354871
Nawa Tola	41942	23.46661607	81.5750217
Bhogda	41943	23.47383903	81.6666973
Lukampur	41944	23.47499662	81.69602565
Odhki	41945	23.47784383	81.50659807
Chuhira	41946	23.46221155	81.53672225
Dongaritola	41947	23.46910195	81.50195198
Ledra	41948	23.45182285	81.51020441
Koluha	41949	23.4621779	81.6872575
Mahuwa Tola	41950	23.44843681	81.52975497
Tikuri	41951	23.45337016	81.60316174
Rasmohani	41952	23.45314284	81.62525337
Madsa	41953	23.45206953	81.653949
Atariya Tola	41954	23.44478607	81.57380607
Chandpur	41955	23.44798028	81.69133357
Bhikhampur	41956	23.44338253	81.67064948
Harraha Tola	41957	23.44376685	81.63452386
Ghoghri	41958	23.43405248	81.64967428
Bhatiya	41959	23.43389465	81.68058393
Sabo CT	41960	23.23449861	81.57126068
Amlai CT Part	41961	23.19539296	81.60134145
Badra CT	41962	23.18898929	81.92775851
Kelhauri Chachai CT	41963	23.18254025	81.64190523
Deori CT	41964	23.16900914	81.62546154
Khairhani	41965	23.41878094	81.60307531
Deohra CT	41966	23.15160985	81.59468447
Amlai CT Part	41967	23.20354685	81.58565711
Mohtara	41968	23.42961677	81.61821234
Raghopur	41969	23.42402729	81.69237393
Gurra	41970	23.42584262	81.54296855
Amohali	41971	23.56029724	81.50459328
Khairi	41972	23.41918994	81.49978709
Deogarh	41973	23.42441313	81.56480249
Titara	41974	23.41895631	81.58434782
Kachahar	41975	23.41602329	81.67382401
Boda Tola	41976	23.4168702	81.63492416
Diyagarh	41977	23.4024386	81.53177788
Malaya	41978	23.41014179	81.64838696
Naugai	41979	23.40550867	81.63030135
Naugawan	41980	23.39760336	81.62144469
Kanwahi	41981	23.39584353	81.48707994
Lafda	41982	23.38398464	81.56369924
Jhiriya	41983	23.38944588	81.6509583
Padmaniya	41984	23.3992316	81.70085505
Dongaritola	41985	23.39263674	81.59553852
Kerha	41986	23.39141728	81.66852614
Sahi	41987	23.3919845	81.58530708
Karraua	41988	23.38856362	81.68110626
Badaudi	41989	23.38884339	81.60497327
Dhuriyadol	41990	23.37741881	81.50454553
Kund	41991	23.36962177	81.65159868
Bodila	41992	23.37866217	81.61278565
Bhadras	41993	23.38304443	81.53316468
Akala	41994	23.36857376	81.53401549
Bokaramar	41995	23.37938256	81.69640369
Bhogada Tola	41996	23.3673933	81.62592604
Gudha	41997	23.36384734	81.51252332
Bhamala	41998	23.36481102	81.59086791
Bahgad	41999	23.36224656	81.66557061
Shahpur	42000	23.36375927	81.69717496
Dudhariya	42001	23.35334866	81.53758742
Gadh Garh	42002	23.5263373	81.50993803
Musrafulwari	42003	23.4620326	81.81842986
Jhik	42004	23.45644795	81.91739591
Khamhariya	42005	23.45495496	81.87863575
Kamta	42006	23.46089141	81.7362725
Kotri	42007	23.45483347	81.71744293
Bharri	42008	23.44860492	81.76069891
Majhtoliya	42009	23.44724341	81.7814217
Kumhedin	42010	23.43179452	81.83955566
Deori	42011	23.44085416	81.74438496
Nawa Tola	42012	23.43947685	81.90433366
Lohasur	42013	23.44374987	81.92617759
Khartora	42014	23.42936753	81.92876996
Karchul	42015	23.44035607	81.70672956
Atrauthi	42016	23.42209683	81.888487
Kothital	42017	23.41799027	81.78952239
Bandhawa Tola	42018	23.42907839	81.71075751
Chakodiya	42019	23.41335991	81.72793937
Khujmaniya	42020	23.41855182	81.71019044
Kudeli	42021	23.3982132	81.76024036
Ghun Ghuta	42022	23.41605798	81.85746996
Dhummadol	42023	23.39301742	81.81324496
Koti	42024	23.39435233	81.85849144
Kachhar	42025	23.39596545	81.90439936
Sarai Bahra	42026	23.38108264	81.92454644
Khamhidol	42027	23.37308403	81.72339063
Charohandol	42028	23.3780265	81.74732153
Taraidol	42029	23.37982057	81.88318196
Doki Budi	42030	23.37000329	81.76287169
Chhotki Tola	42031	23.36969511	81.92680164
Kota	42032	23.36066614	81.845607
Chitraudi	42033	23.35590572	81.81542866
Bahera Dol	42034	23.35743343	81.77306143
Chhinmar	42035	23.35444076	81.88845012
Khohra	42036	23.52794171	81.7875514
Godin Buda	42037	23.35327473	81.91965845
Mohriya Tola	42038	23.35326166	81.73582
Kopra	42039	23.35212861	81.86687791
Dongaritola	42040	23.55787836	81.74246744
Nand Tola	42041	23.54177085	81.76612422
Sakhi	42042	23.53575154	81.72487801
Mauhar Tola	42043	23.53617202	81.74714134
Khohri	42044	23.53602404	81.80863707
Bairag	42045	23.52778593	81.76483973
Nagpura	42046	23.5126538	81.74963775
Biraudi	42047	23.51197884	81.73159996
Kadaudi	42048	23.51431375	81.80308627
Jaitpur	42049	23.47824523	81.72908746
Karhi Tola	42050	23.50664255	81.77545014
Pairibahara	42051	23.49826054	81.71132168
Pipariya	42052	23.49949456	81.75791879
Jurgu	42053	23.49718154	81.80387747
Balbhadrapur	42054	23.48528486	81.76376484
Sejhai	42055	23.47012961	81.77971288
Balbhadrapur	42056	23.48166973	81.75320128
Khodri	42057	23.4690953	81.71082837
Galhatha	42058	23.46500891	81.75150843
Nawa Tola	42059	23.48206926	81.79284976
Kudra Tola	42060	23.73055426	81.63925855
Ramna Kanher	42061	23.51515184	81.91401306
Chhatai	42062	23.49617459	81.89061347
Mithauli	42063	23.49773756	81.86027143
Morga	42064	23.58304806	81.52662905
Newachh	42065	23.50163395	81.82887749
Tendu Tola	42066	23.49314498	81.92662299
Karundi	42067	23.47740252	81.90331158
Bijuri	42068	23.47105005	81.93052912
Khichadi	42069	23.46559207	81.85460369
Dhakhar	42070	23.47618648	81.86685732
Bartua	42071	23.79046304	81.48964263
Sichaura	42072	23.79474938	81.55352312
Domhar	42073	23.79912063	81.59779101
Keet	42074	23.78626832	81.52399287
Pondi	42075	23.77823159	81.58903186
Kunda Tola	42076	23.77872204	81.64185492
Ghirghori	42077	23.71915868	81.56825497
Dongarsarwar	42078	23.76878857	81.55571413
Matohar	42079	23.76496508	81.51444414
Charhet	42080	23.75941476	81.63694653
Rampur	42081	23.7569362	81.54295882
Mair Tola	42082	23.76045268	81.59231785
Budhsar	42083	23.75786525	81.6120461
Uchehara Abad	42084	23.74972005	81.57728153
Kudra Tola	42085	23.74898525	81.66827446
Chitraw	42086	23.73830418	81.51366671
Pateriya Tola	42087	23.73966812	81.61647997
Ratga	42088	23.73952527	81.65662862
Naudhiya	42089	23.74256775	81.54122308
Patharwar	42090	23.74025822	81.64241497
Charkidol	42091	23.73041196	81.58843991
Lukam Tola	42092	23.72597689	81.60005497
Mahua Tola	42093	23.72386259	81.66713584
Saradpur	42094	23.72318179	81.62133925
Chhapra Tola	42095	23.71700711	81.6801649
Sarwari	42096	23.71723172	81.48951925
Barhi Kachhar	42097	23.7181212	81.58467181
Badkadol	42098	23.71592793	81.55669123
Bharri	42099	23.70978471	81.64809636
Mair Tola	42100	23.71260168	81.54228593
Kusmi	42101	23.70423727	81.57749592
Baghadol	42102	23.70620149	81.52616966
Tendudol	42103	23.70423204	81.60690535
Jhara	42104	23.70307969	81.51170587
Sikta Tola	42105	23.70170573	81.68222029
Amajhiriya	42106	23.70457711	81.54339723
Sidhi	42107	23.69544112	81.66464442
Rimar	42108	23.68769118	81.63785239
Thutha Tola	42109	23.69293236	81.48298538
Nakti Tola	42110	23.69716261	81.56465841
Lakhnoti	42111	23.68893781	81.5001791
Amjhor	42112	23.68429014	81.55434099
Kudari	42113	23.68772841	81.59111933
Chhapra Tola	42114	23.67734014	81.60756953
Daraudi	42115	23.67731065	81.52573634
Duari	42116	23.67111237	81.4787207
Bhatgawan Kalan	42117	23.66966108	81.50749822
Chhuihai Tola	42118	23.66728638	81.57510779
Kudra Tola	42119	23.66628647	81.63810205
Gandhiya	42120	23.65696866	81.530759
Gajani	42121	23.66045777	81.55393376
Kharika Tola	42122	23.66620718	81.61487092
Darain	42123	23.66038623	81.60089695
Bhatgawan Khurd	42124	23.65574705	81.50030497
Chandaura	42125	23.648435	81.61279874
Jagra Tola Jagda	42126	23.65369047	81.57207772
Lodhi	42127	23.63851246	81.4958079
Mithi	42128	23.64653195	81.59109962
Dadar	42129	23.63863005	81.55389408
Bhursi	42130	23.63208401	81.53002597
Nawa Tola	42131	23.6341945	81.61066543
Lapri	42132	23.6302045	81.58383317
Umariya	42133	23.58028504	81.48629989
Kurran Tola	42134	23.61186583	81.59588535
Atariyatola	42135	23.62333538	81.51281702
Mitaura	42136	23.60727221	81.56706252
Barkoda	42137	23.60202288	81.50247497
Adhiyar Khoh	42138	23.61104181	81.53728678
Mahroi	42139	23.58630177	81.54374582
Kurkuti	42140	23.57954082	81.56163931
Uchehara Viran	42141	23.73477643	81.56580366
Barai	42142	23.57728405	81.49971026
Mudidol	42143	23.57627217	81.51313487
Dhanehara	42144	23.69139047	81.52662135
Bhelma	42145	22.99202134	81.93432499
Khalbahra	42146	22.97051623	81.940029
Tanki	42147	23.12443564	82.11913889
Chondi	42148	23.12411947	81.94934454
Chhidmidi	42149	23.11230529	82.02125996
Majhtoliya	42150	23.1169087	81.96807794
Padripani	42151	23.12439496	82.08463988
Bagdumara	42152	23.09791961	82.00339165
Sikarpur	42153	23.09754157	81.98197618
Barbaspur	42154	23.10020767	81.93754021
Badikhar	42155	23.09466313	82.02758151
Majhtoliya	42156	23.10886984	81.96594045
Bhedwa Tola	42157	23.09812925	82.04313072
Cholna	42158	23.06979778	81.92564811
Umariya	42159	23.01103019	81.93157051
Pipariya	42160	23.09060367	81.95949416
Gulidand	42161	23.34397982	82.03625643
Nimha	42162	23.34567204	82.14671601
Dhawai Tola	42163	23.3352352	82.13118462
Saja Tola	42164	23.33307208	82.11833412
Bhuila	42165	23.34314226	82.10868628
Kothi	42166	23.32783769	82.0606646
Kamran Tola	42167	23.3286562	81.96985186
Keshori	42168	23.32523264	81.93900964
Kyontar	42169	23.32900754	82.0985471
Saranggarh	42170	23.32355372	82.01350309
Jalsar	42171	23.31479613	82.13397908
Urtan	42172	23.32323986	81.98184215
Lalpur	42173	23.32274478	81.99321705
Korya	42174	23.31637285	82.07946754
Chhulha	42175	23.31045392	82.0330617
Bahera Bandh	42176	23.30187287	82.08989461
Nigwani	42177	23.30235926	82.01250935
Silpur	42178	23.3070905	81.98246647
Jharokha	42179	23.30411472	81.96798831
Benibahara	42180	23.30116391	82.11067731
Chapani	42181	23.29804155	81.94268461
Bhathadand	42182	23.29317441	82.05919854
Gadhi	42183	23.28984828	82.00014929
Bicharpur	42184	23.29682589	81.98432457
Kudri	42185	23.29446566	82.12186991
Dhumkahai	42186	23.29190257	81.97135162
Pathraudi	42187	23.27242711	82.03598089
Lama Tola	42188	23.27959666	81.97643756
Bijuri	42189	23.26681344	82.13071092
Dogariya Khurd	42190	23.27868127	82.07018496
Baskhali	42191	23.26813357	81.99438996
Pakariya	42192	23.26669994	81.94153415
Reula	42193	23.26165615	81.96250678
Dogariya Kalan	42194	23.26446635	82.0785325
Mauhari	42195	23.25251767	82.01598741
Pairichuwa	42197	23.26588244	82.01070806
Mentola	42198	23.25987612	82.05556662
Thodaha Dhodaha	42199	23.25377469	81.98706066
Baiha Tola	42200	23.24138301	82.0554799
Harri	42201	23.2471308	82.08818392
Bargawan	42202	23.24128456	81.9459106
Beliya Chhot	42203	23.2353912	82.07809157
Kushiyara	42204	23.17706996	81.93290615
Baskhala	42205	23.23854753	82.02196161
Manmari	42206	23.22888624	81.99770746
Parsapani	42207	23.24128297	82.12951608
Gohandra Gohdara	42208	23.22880481	81.97885726
Bagaiha Tola	42209	23.22928666	81.95812782
Nakti Tola	42210	23.23433593	82.13897251
Kotma	42211	23.20482402	81.9873662
Reunda	42212	23.22302628	82.10636261
Katkona	42213	23.21872267	82.04966783
Pipariya	42214	23.22676348	81.93528393
Nawatola	42215	23.22718387	82.02614638
Changeri	42216	23.21583367	82.01620277
Pipraha	42217	23.21781205	82.08395325
Pejha Tola	42218	23.21594426	82.12295021
Budhanpur	42219	23.2119655	81.95566066
Dogara Tola	42220	23.21649214	81.93461147
Sakola	42221	23.20634806	81.92932129
Semra	42222	23.2055873	82.08239344
Nagarabandh	42223	23.2058494	82.05838465
Padri Tola	42224	23.20270661	82.1076699
Ura	42225	23.19149288	82.0378105
